,h_distance,Elevation
0,0.0,1723.5079345703125
1,0.9909415379839999,1723.46630859375
2,1.9818830759679997,1723.6395263671875
3,2.9728246139743937,1723.4686279296875
4,3.9637661519583935,1723.599853515625
5,4.954707690405896,1723.6290283203125
6,5.945649228389896,1723.635986328125
7,6.936590766396289,1723.59326171875
8,7.927532304380289,1723.61181640625
9,8.918473842364289,1723.600830078125
10,9.909415380348289,1723.6834716796875
11,10.900356918354683,1723.6458740234375
12,11.891298456338683,1723.66015625
13,12.882239994786186,1723.576904296875
14,13.873181532770184,1723.7738037109375
15,14.864123070776579,1723.7269287109375
16,15.855064608760578,1723.740234375
17,16.84600614674458,1723.7718505859375
18,17.836947684728578,1723.8089599609375
19,18.827889222734974,1723.8660888671875
20,19.818830760718974,1723.865478515625
21,20.80977229870297,1723.8380126953125
22,21.800713837150475,1723.7833251953125
23,22.791655375134475,1723.6583251953125
24,23.782596913140868,1723.6202392578125
25,24.773538451124868,1723.3863525390625
26,25.76447998910887,1723.5914306640625
27,26.755421527092867,1723.5859375
28,27.74636306509926,1723.7364501953125
29,28.73730460308326,1723.7933349609375
30,29.728246141530764,1723.8172607421875
31,30.719187679514764,1723.812255859375
32,31.710129217521157,1723.8853759765625
33,32.70107075550516,1724.316162109375
34,33.69201229348916,1725.186767578125
35,34.68295383147316,1723.7869873046875
36,35.673895369479546,1723.77490234375
37,36.66483690746355,1723.7674560546875
38,37.655778445911054,1724.070556640625
39,38.64671998389505,1724.0003662109375
40,39.63766152190145,1724.059814453125
41,40.62860305988545,1724.064697265625
42,41.61954459786945,1724.033203125
43,42.61048613585344,1723.9461669921875
44,43.60142767383745,1723.92236328125
45,44.59236921184384,1723.705078125
46,45.58331074982784,1723.60205078125
47,46.574252288275346,1723.4913330078125
48,47.56519382625934,1723.345947265625
49,48.556135364265735,1723.2601318359375
50,49.547076902249735,1723.20849609375
51,50.538018440233735,1723.4154052734375
52,51.52895997821774,1723.3668212890625
53,52.519901516224124,1723.3009033203125
54,53.51084305420813,1723.2965087890625
55,54.50178459265563,1723.429931640625
56,55.49272613063963,1723.7889404296875
57,56.48366766864602,1724.0345458984375
58,57.47460920663002,1724.069580078125
59,58.46555074461403,1724.03564453125
60,59.45649228259803,1724.4488525390625
61,60.44743382058202,1724.24755859375
62,61.43837535858842,1724.2279052734375
63,62.429316896572416,1724.490478515625
64,63.42025843501992,1724.404052734375
65,64.41119997300392,1724.3802490234375
66,65.40214151101031,1724.406982421875
67,66.39308304899431,1724.37548828125
68,67.38402458697831,1724.5262451171875
69,68.37496612496231,1724.5521240234375
70,69.36590766296871,1724.382080078125
71,70.35684920095271,1724.464111328125
72,71.34779073940021,1724.6041259765625
73,72.33873227738421,1724.6737060546875
74,73.3296738153906,1724.911865234375
75,74.3206153533746,1725.4931640625
76,75.3115568913586,1725.4931640625
77,76.3024984293426,1726.1822509765625
78,77.293439967349,1726.2340087890625
79,78.284381505333,1726.23291015625
80,79.2753230437805,1726.2322998046875
81,80.2662645817645,1726.2320556640625
82,81.25720611974849,1726.22900390625
83,82.2481476577549,1726.474853515625
84,83.2390891957389,1726.5238037109375
85,84.2300307337229,1726.583251953125
86,85.22097227170688,
87,86.21191380971328,
88,87.20285534769728,
89,88.1937968861448,
90,89.1847384241288,
91,90.17567996213518,
92,91.16662150011918,
93,92.15756303810318,
94,93.14850457608718,
95,94.13944611409357,
96,95.13038765207757,
97,96.12132919052507,
98,97.11227072850907,
99,98.10321226651547,
100,99.09415380449947,
101,100.08509534248347,
