,h_distance,Elevation
0,0.0,1686.3134765625
1,0.9904569320748811,1685.192626953125
2,1.9809138646560176,1684.6405029296875
3,2.9713707967308984,1684.406982421875
4,3.9618277288584416,1684.2919921875
5,4.952284660933323,1684.4085693359375
6,5.942741593514459,1684.3157958984375
7,6.93319852558934,1684.3287353515625
8,7.923655457716883,1684.11962890625
9,8.914112389791764,1684.062744140625
10,9.9045693223729,1683.9422607421875
11,10.895026254447782,1683.94287109375
12,11.885483186575323,1684.0406494140625
13,12.875940118650204,1684.1717529296875
14,13.866397051231342,1684.138427734375
15,14.856853983306223,1684.190673828125
16,15.847310915381104,1684.0753173828125
17,16.837767847508648,1684.1917724609375
18,17.82822478003712,1684.129150390625
19,18.818681712164665,1684.1021728515625
20,19.809138644239546,1684.0928955078125
21,20.79959557636709,1684.14794921875
22,21.790052508895563,1684.171875
23,22.780509441023103,1684.016845703125
24,23.770966373097988,1683.804931640625
25,24.761423305225527,1683.8759765625
26,25.751880237754005,1683.6771240234375
27,26.742337169881548,1683.73828125
28,27.73279410195643,1683.66162109375
29,28.72325103403131,1683.67333984375
30,29.713707966612446,1683.92236328125
31,30.704164898687328,1684.1851806640625
32,31.69462183081487,1684.3155517578125
33,32.68507876288975,1684.531005859375
34,33.675535695470884,1684.41064453125
35,34.66599262754577,1684.04638671875
36,35.65644955967331,1684.0716552734375
37,36.646906492201786,1684.167236328125
38,37.63736342432933,1684.2237548828125
39,38.62782035640421,1684.156005859375
40,39.61827728853175,1684.013427734375
41,40.608734221060224,1683.838623046875
42,41.59919115318777,1683.838623046875
43,42.58964808526265,1683.9971923828125
44,43.58010501733753,1684.1661376953125
45,44.57056194991867,1684.263427734375
46,45.56101888199355,1684.2239990234375
47,46.55147581412109,1683.702392578125
48,47.541932746195975,1683.46337890625
49,48.53238967877711,1683.1839599609375
50,49.52284661085199,1683.1419677734375
51,50.513303542979536,1683.3216552734375
52,51.50376047505442,1683.3763427734375
53,52.49421740763555,1683.342529296875
54,53.48467433971044,1683.452392578125
55,54.475131271837974,1683.479248046875
56,55.46558820391286,1683.7440185546875
57,56.45604513649399,1683.88427734375
58,57.44650206856887,1683.9775390625
59,58.43695900064375,1683.99072265625
60,59.4274159327713,1684.0538330078125
61,60.41787286529977,1684.2432861328125
62,61.408329797427314,1684.263671875
63,62.3987867295022,1684.3077392578125
64,63.38924366162974,1684.4495849609375
65,64.37970059415821,1684.6279296875
66,65.37015752628575,1684.6136474609375
67,66.36061445836064,1684.625244140625
68,67.35107139094177,1684.634521484375
69,68.34152832301666,1684.6072998046875
70,69.33198525514419,1685.3155517578125
71,70.32244218721907,1685.3155517578125
72,71.31289911980022,1685.393310546875
73,72.3033560518751,1685.430419921875
74,73.29381298394998,1685.861083984375
75,74.28426991607752,1685.864013671875
76,75.274726848606,1689.3994140625
77,76.26518378073354,1689.4017333984375
78,77.25564071280841,1689.4017333984375
79,78.24609764493596,1689.4166259765625
80,79.23655457746445,1689.406005859375
81,80.22701150959197,1689.3975830078125
82,81.21746844166687,1689.4102783203125
83,82.2079253737944,
84,83.19838230632287,
85,84.18883923845043,
86,85.1792961705253,
87,86.16975310260018,
88,87.16021003518132,
89,88.1506669672562,
90,89.14112389938374,
91,90.13158083145862,
92,91.12203776403976,
93,92.11249469611464,
94,93.10295162824218,
95,94.09340856031707,
96,95.0838654928982,
97,96.07432242497309,
98,97.06477935710062,
99,98.05523628917551,
100,99.04569322175665,
101,100.03615015383151,
