[2023-04-02 at 23:57:01] | ---------- New Run ----------
[2023-04-03 at 16:11:46] | distance transform done.
[2023-04-03 at 16:11:46] | Computing link widths and lengths...
[2023-04-03 at 16:11:46] | link widths and lengths computed.
[2023-04-03 at 16:11:46] | Generating mesh...
[2023-04-03 at 16:11:47] | mesh generation is done.
[2023-04-03 at 16:12:44] | ---------- New Run ----------
[2023-04-03 at 16:12:44] | Skeletonizing mask...
[2023-04-03 at 16:12:44] | skeletonization is done.
[2023-04-03 at 16:12:44] | Computing centerline...
[2023-04-03 at 16:12:45] | centerline computation is done.
[2023-04-03 at 16:12:45] | Resolving links and nodes...
[2023-04-03 at 16:12:46] | links and nodes have been resolved.
[2023-04-03 at 16:12:46] | Computing distance transform...
[2023-04-03 at 16:12:46] | distance transform done.
[2023-04-03 at 16:12:46] | Computing link widths and lengths...
[2023-04-03 at 16:12:46] | link widths and lengths computed.
[2023-04-03 at 16:12:46] | Generating mesh...
[2023-04-03 at 16:12:47] | mesh generation is done.
[2023-04-03 at 16:13:16] | ---------- New Run ----------
[2023-04-03 at 16:13:16] | Skeletonizing mask...
[2023-04-03 at 16:13:16] | skeletonization is done.
[2023-04-03 at 16:13:16] | Computing centerline...
[2023-04-03 at 16:13:17] | centerline computation is done.
[2023-04-03 at 16:13:17] | Resolving links and nodes...
[2023-04-03 at 16:13:19] | links and nodes have been resolved.
[2023-04-03 at 16:13:19] | Computing distance transform...
[2023-04-03 at 16:13:19] | distance transform done.
[2023-04-03 at 16:13:19] | Computing link widths and lengths...
[2023-04-03 at 16:13:19] | link widths and lengths computed.
[2023-04-03 at 16:13:19] | Generating mesh...
[2023-04-03 at 16:13:19] | mesh generation is done.
[2023-04-03 at 16:14:40] | ---------- New Run ----------
[2023-04-03 at 16:14:40] | Skeletonizing mask...
[2023-04-03 at 16:14:40] | skeletonization is done.
[2023-04-03 at 16:14:40] | Computing centerline...
[2023-04-03 at 16:14:41] | centerline computation is done.
[2023-04-03 at 16:14:41] | Resolving links and nodes...
[2023-04-03 at 16:14:42] | links and nodes have been resolved.
[2023-04-03 at 16:14:42] | Computing distance transform...
[2023-04-03 at 16:14:43] | distance transform done.
[2023-04-03 at 16:14:43] | Computing link widths and lengths...
[2023-04-03 at 16:14:43] | link widths and lengths computed.
[2023-04-03 at 16:14:43] | Generating mesh...
[2023-04-03 at 16:14:43] | mesh generation is done.
[2023-04-03 at 16:32:57] | ---------- New Run ----------
[2023-04-03 at 16:32:57] | Skeletonizing mask...
[2023-04-03 at 16:32:57] | skeletonization is done.
[2023-04-03 at 16:32:57] | Computing centerline...
[2023-04-03 at 16:32:57] | centerline computation is done.
[2023-04-03 at 16:32:57] | Resolving links and nodes...
[2023-04-03 at 16:32:59] | links and nodes have been resolved.
[2023-04-03 at 16:32:59] | Computing distance transform...
[2023-04-03 at 16:32:59] | distance transform done.
[2023-04-03 at 16:32:59] | Computing link widths and lengths...
[2023-04-03 at 16:32:59] | link widths and lengths computed.
[2023-04-03 at 16:32:59] | Generating mesh...
[2023-04-03 at 16:32:59] | mesh generation is done.
