[2023-04-02 at 23:57:01] | ---------- New Run ----------
[2023-04-02 at 23:57:01] | Skeletonizing mask...
[2023-04-02 at 23:57:01] | skeletonization is done.
[2023-04-02 at 23:57:01] | Computing centerline...
[2023-04-02 at 23:57:02] | centerline computation is done.
[2023-04-02 at 23:57:02] | Resolving links and nodes...
[2023-04-02 at 23:57:03] | links and nodes have been resolved.
[2023-04-02 at 23:57:03] | Computing distance transform...
[2023-04-02 at 23:57:03] | distance transform done.
[2023-04-02 at 23:57:03] | Computing link widths and lengths...
[2023-04-02 at 23:57:04] | link widths and lengths computed.
[2023-04-02 at 23:57:04] | Generating mesh...
[2023-04-02 at 23:57:04] | mesh generation is done.
[2023-04-03 at 00:01:14] | ---------- New Run ----------
[2023-04-03 at 00:01:14] | Skeletonizing mask...
[2023-04-03 at 00:01:14] | skeletonization is done.
[2023-04-03 at 00:01:14] | Computing centerline...
[2023-04-03 at 00:01:15] | centerline computation is done.
[2023-04-03 at 00:01:15] | Resolving links and nodes...
[2023-04-03 at 00:01:17] | links and nodes have been resolved.
[2023-04-03 at 00:01:17] | Computing distance transform...
[2023-04-03 at 00:01:17] | distance transform done.
[2023-04-03 at 00:01:17] | Computing link widths and lengths...
[2023-04-03 at 00:01:17] | link widths and lengths computed.
[2023-04-03 at 00:01:17] | Generating mesh...
[2023-04-03 at 00:01:18] | mesh generation is done.
[2023-04-03 at 00:02:59] | ---------- New Run ----------
[2023-04-03 at 00:02:59] | Skeletonizing mask...
[2023-04-03 at 00:02:59] | skeletonization is done.
[2023-04-03 at 00:02:59] | Computing centerline...
[2023-04-03 at 00:03:00] | centerline computation is done.
[2023-04-03 at 00:03:00] | Resolving links and nodes...
[2023-04-03 at 00:03:01] | links and nodes have been resolved.
[2023-04-03 at 00:03:01] | Computing distance transform...
[2023-04-03 at 00:03:01] | distance transform done.
[2023-04-03 at 00:03:01] | Computing link widths and lengths...
[2023-04-03 at 00:03:01] | link widths and lengths computed.
[2023-04-03 at 00:03:01] | Generating mesh...
[2023-04-03 at 00:03:02] | mesh generation is done.
[2023-04-03 at 00:04:48] | ---------- New Run ----------
[2023-04-03 at 00:04:48] | Skeletonizing mask...
[2023-04-03 at 00:04:49] | skeletonization is done.
[2023-04-03 at 00:04:49] | Computing centerline...
[2023-04-03 at 00:04:49] | centerline computation is done.
[2023-04-03 at 00:04:49] | Resolving links and nodes...
[2023-04-03 at 00:04:51] | links and nodes have been resolved.
[2023-04-03 at 00:04:51] | Computing distance transform...
[2023-04-03 at 00:04:51] | distance transform done.
[2023-04-03 at 00:04:51] | Computing link widths and lengths...
[2023-04-03 at 00:04:51] | link widths and lengths computed.
[2023-04-03 at 00:04:51] | Generating mesh...
[2023-04-03 at 00:04:52] | mesh generation is done.
[2023-04-03 at 00:05:29] | ---------- New Run ----------
[2023-04-03 at 00:05:29] | Skeletonizing mask...
[2023-04-03 at 00:05:29] | skeletonization is done.
[2023-04-03 at 00:05:29] | Computing centerline...
[2023-04-03 at 00:05:30] | centerline computation is done.
[2023-04-03 at 00:05:30] | Resolving links and nodes...
[2023-04-03 at 00:05:32] | links and nodes have been resolved.
[2023-04-03 at 00:05:32] | Computing distance transform...
[2023-04-03 at 00:05:32] | distance transform done.
[2023-04-03 at 00:05:32] | Computing link widths and lengths...
[2023-04-03 at 00:05:32] | link widths and lengths computed.
[2023-04-03 at 00:05:32] | Generating mesh...
[2023-04-03 at 00:05:32] | mesh generation is done.
[2023-04-03 at 00:08:29] | ---------- New Run ----------
[2023-04-03 at 00:08:29] | Skeletonizing mask...
[2023-04-03 at 00:08:29] | skeletonization is done.
[2023-04-03 at 00:08:29] | Computing centerline...
[2023-04-03 at 00:08:30] | centerline computation is done.
[2023-04-03 at 00:08:30] | Resolving links and nodes...
[2023-04-03 at 00:08:32] | links and nodes have been resolved.
[2023-04-03 at 00:08:32] | Computing distance transform...
[2023-04-03 at 00:08:32] | distance transform done.
[2023-04-03 at 00:08:32] | Computing link widths and lengths...
[2023-04-03 at 00:08:32] | link widths and lengths computed.
[2023-04-03 at 00:08:32] | Generating mesh...
[2023-04-03 at 00:08:32] | mesh generation is done.
[2023-04-03 at 00:31:29] | ---------- New Run ----------
[2023-04-03 at 00:31:29] | Skeletonizing mask...
[2023-04-03 at 00:31:29] | skeletonization is done.
[2023-04-03 at 00:31:29] | Computing centerline...
[2023-04-03 at 00:31:30] | centerline computation is done.
[2023-04-03 at 00:31:30] | Resolving links and nodes...
[2023-04-03 at 00:31:32] | links and nodes have been resolved.
[2023-04-03 at 00:31:32] | Computing distance transform...
[2023-04-03 at 00:31:32] | distance transform done.
[2023-04-03 at 00:31:33] | Computing link widths and lengths...
[2023-04-03 at 00:31:33] | link widths and lengths computed.
[2023-04-03 at 00:31:33] | Generating mesh...
[2023-04-03 at 00:31:33] | mesh generation is done.
[2023-04-03 at 08:47:10] | ---------- New Run ----------
[2023-04-03 at 08:47:10] | Skeletonizing mask...
[2023-04-03 at 08:47:10] | skeletonization is done.
[2023-04-03 at 08:47:10] | Computing centerline...
[2023-04-03 at 08:47:11] | centerline computation is done.
[2023-04-03 at 08:47:11] | Resolving links and nodes...
[2023-04-03 at 08:47:13] | links and nodes have been resolved.
[2023-04-03 at 08:47:13] | Computing distance transform...
[2023-04-03 at 08:47:13] | distance transform done.
[2023-04-03 at 08:47:13] | Computing link widths and lengths...
[2023-04-03 at 08:47:13] | link widths and lengths computed.
[2023-04-03 at 08:47:13] | Generating mesh...
[2023-04-03 at 08:47:13] | mesh generation is done.
[2023-04-03 at 16:11:44] | ---------- New Run ----------
[2023-04-03 at 16:11:44] | Skeletonizing mask...
[2023-04-03 at 16:11:44] | skeletonization is done.
[2023-04-03 at 16:11:44] | Computing centerline...
[2023-04-03 at 16:11:44] | centerline computation is done.
[2023-04-03 at 16:11:44] | Resolving links and nodes...
[2023-04-03 at 16:11:46] | links and nodes have been resolved.
[2023-04-03 at 16:11:46] | Computing distance transform...
